Tenure Months,Total Charges,Senior Citizen,Partner,Dependents,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Internet Service,Churn Value
23,2338,0,1,0,0,1,1,0,1,1,2,1,1,1,1
46,3057,1,0,0,1,0,0,0,0,1,2,0,0,1,1
0,117,0,0,0,0,0,0,0,0,0,2,1,1,1,1
15,1708,0,0,0,1,0,0,0,1,1,2,1,1,1,1
0,241,0,0,0,0,0,0,0,1,1,2,1,1,1,1
29,2330,0,0,0,1,1,1,1,1,1,0,0,2,0,1
20,1934,0,0,0,0,1,0,0,0,0,2,1,1,1,1
37,2796,0,1,0,1,0,0,0,1,0,2,0,2,1,0
17,1515,0,0,0,0,0,0,0,0,0,2,1,1,1,0
52,3524,0,0,0,0,1,1,1,0,1,0,1,3,1,0
0,120,0,1,0,0,0,0,0,0,0,2,0,1,1,1
3,601,1,1,0,0,0,0,0,0,0,2,1,1,1,0
31,2412,0,0,0,0,0,0,0,0,1,2,1,2,1,0
3,619,1,0,0,0,0,0,0,0,0,2,1,1,1,0
8,1167,0,0,0,0,0,0,0,1,0,2,1,1,1,0
0,74,0,0,0,1,0,0,1,0,0,2,1,1,0,1
71,4380,0,1,0,0,1,0,0,1,1,1,1,1,1,0
20,1860,0,1,0,0,0,1,1,0,0,0,0,1,1,0
54,3818,0,1,0,0,0,1,1,1,1,0,1,1,1,1
15,1584,0,0,0,0,0,0,0,1,0,2,1,1,1,1
14,1775,0,0,0,1,0,1,1,1,1,2,0,1,1,1
57,3138,0,1,1,1,1,1,1,0,0,1,0,3,0,0
2,370,0,0,0,0,0,0,1,0,0,2,1,0,0,0
28,2535,1,0,0,0,1,1,0,1,1,2,1,2,1,0
58,3651,0,1,0,0,0,1,1,1,0,2,0,1,1,0
3,523,0,0,0,0,0,0,0,1,0,2,1,1,0,0
59,3384,0,0,0,1,0,1,1,1,1,0,0,0,0,0
1,291,0,0,1,0,1,0,0,0,0,2,0,0,0,0
71,4609,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2,596,1,1,0,1,0,0,1,1,0,2,1,0,1,1
23,1522,0,0,0,0,0,1,0,0,0,2,1,3,0,0
28,2327,0,0,0,0,0,0,0,0,1,2,1,1,1,0
33,2448,0,1,1,0,0,1,0,1,1,0,0,2,0,0
12,1163,1,0,0,0,1,0,0,1,0,2,1,1,0,0
8,1099,0,0,0,0,0,0,0,1,0,2,1,2,1,1
22,2096,1,1,0,0,0,0,0,1,1,2,1,1,1,0
3,625,0,0,0,0,0,0,0,1,0,2,0,1,1,1
9,1221,1,1,0,0,0,0,0,0,1,2,0,1,1,1
27,1902,0,1,1,0,1,0,0,0,1,2,0,1,0,0
40,3025,0,0,0,0,0,1,0,1,1,2,0,2,1,0
47,2827,1,1,0,0,0,0,0,0,0,2,1,2,1,0
6,853,1,1,0,0,0,0,0,0,0,2,1,1,1,0
0,120,0,1,0,0,0,0,0,0,0,2,1,1,1,1
60,4075,0,0,0,1,0,1,0,1,1,0,0,1,1,0
69,4518,0,1,1,1,1,1,1,1,1,1,1,3,1,0
33,2672,1,1,0,0,1,1,0,0,1,2,1,1,1,1
49,3536,0,1,0,0,1,0,1,1,1,2,0,1,1,1
1,404,0,0,0,0,0,0,0,0,0,2,1,1,1,1
65,3716,0,1,0,1,1,0,1,1,1,1,0,1,0,0
26,1597,0,1,1,0,1,0,0,0,0,2,0,0,0,0
17,1623,0,0,0,0,0,0,1,0,0,2,1,2,1,0
3,510,0,0,0,0,1,0,1,1,0,2,1,2,0,0
0,132,0,0,0,0,0,0,0,0,0,2,1,0,1,0
45,2952,0,1,1,1,0,1,1,1,1,1,0,0,0,0
67,4104,0,1,0,1,1,1,1,1,1,1,1,1,0,0
13,1092,0,0,0,1,0,0,0,0,0,2,0,2,0,0
0,228,1,0,0,0,0,1,0,0,1,2,1,1,1,1
30,2229,0,1,0,1,1,0,1,0,1,0,1,2,0,0
15,1613,1,0,0,0,0,0,0,1,0,2,1,1,1,1
7,769,0,1,1,0,0,0,0,0,0,2,1,1,0,0
27,1653,0,1,1,0,0,0,0,0,0,2,0,0,0,0
7,939,0,0,0,0,1,0,1,1,0,2,1,1,0,0
1,211,0,0,0,0,0,0,0,0,0,2,1,1,0,0
29,2451,0,0,0,0,0,0,0,1,1,2,1,1,1,1
54,3387,1,1,0,0,0,1,1,1,0,1,0,3,1,0
34,2580,0,0,0,0,0,1,0,1,0,0,1,1,1,1
15,1547,0,0,1,0,0,0,1,0,0,0,1,3,1,0
34,2310,0,1,0,1,1,1,1,0,0,1,1,3,0,0
29,2491,0,0,0,1,1,1,1,0,0,2,1,3,1,0
65,3606,1,1,0,0,1,1,0,1,1,1,1,2,0,1
36,2500,1,1,1,0,0,0,0,0,0,2,1,1,1,1
8,1195,0,0,0,0,0,0,1,1,1,2,1,2,1,0
7,947,0,1,1,0,0,0,1,1,1,2,1,1,0,0
70,4225,0,1,1,1,1,1,1,0,0,0,1,3,1,0
27,1729,0,0,1,0,1,0,1,0,0,0,1,3,0,0
4,733,1,0,0,0,0,0,0,0,0,2,1,0,1,0
14,1563,1,1,0,0,1,0,0,1,1,2,1,1,1,0
9,1202,0,0,0,0,0,0,0,0,1,2,0,1,1,1
2,548,0,0,0,0,0,0,0,1,0,2,1,1,1,1
2,522,1,0,0,0,1,0,0,0,0,2,1,1,1,1
23,1474,0,0,0,0,0,1,0,0,0,2,1,0,0,0
2,447,0,0,0,0,0,0,0,0,1,2,0,0,0,0
45,3225,1,0,0,0,1,0,0,1,1,0,0,3,1,1
66,4313,0,1,0,0,1,1,0,1,1,0,0,1,1,1
0,238,0,0,0,0,0,0,0,0,1,2,1,1,1,1
23,1630,0,0,0,1,0,0,1,0,0,2,0,3,0,0
41,2146,0,1,0,0,0,0,0,0,0,2,1,1,0,1
1,442,0,1,0,0,0,0,0,1,1,2,1,2,1,1
37,3006,0,1,1,0,0,1,0,1,1,2,1,3,1,0
23,2168,0,0,0,0,0,0,0,1,1,2,1,1,1,1
71,3975,0,1,0,1,0,1,1,1,1,1,1,3,0,0
64,3969,0,1,1,1,1,1,1,0,0,1,0,3,1,0
11,1321,0,1,0,1,1,1,0,0,0,2,1,1,1,0
44,3241,0,1,1,0,1,1,0,0,1,2,1,2,1,0
10,1190,0,0,0,0,1,0,0,0,0,2,1,1,1,1
52,3426,1,1,0,0,1,1,1,1,0,0,1,1,1,0
12,1525,1,0,0,0,0,1,0,1,1,2,1,1,1,0
69,3742,0,0,0,1,0,1,1,1,1,1,0,2,0,0
20,1711,0,0,0,0,0,0,0,0,0,2,1,1,1,0
63,3251,0,1,0,0,1,0,1,0,1,0,1,0,0,0
55,3583,1,0,0,1,1,0,0,0,1,2,1,1,1,0
71,4478,1,1,0,0,1,1,0,1,1,1,1,2,1,1
67,3186,0,1,0,0,1,0,1,1,0,1,0,2,0,0
4,741,0,0,0,0,1,0,0,0,0,2,1,1,1,0
67,3923,0,1,0,0,0,1,0,1,0,1,1,2,1,0
18,1367,0,0,0,0,0,1,0,0,0,2,1,0,0,0
71,4454,0,1,0,0,1,1,0,1,1,1,1,2,1,0
0,223,0,0,0,0,0,0,0,1,0,2,0,1,1,1
36,2742,1,1,0,0,0,1,1,1,0,2,0,1,1,0
10,1186,0,0,0,0,0,1,0,0,0,2,0,1,1,0
48,3407,0,1,0,1,0,0,0,1,1,2,1,0,1,0
60,3781,0,1,0,0,0,0,0,1,1,0,1,2,1,0
64,4217,0,0,0,0,1,0,1,1,1,0,1,2,1,0
0,131,1,0,0,0,0,0,0,0,0,2,1,1,1,1
53,3828,0,0,0,1,1,0,1,1,1,1,1,3,1,0
53,3254,0,0,0,1,0,1,1,0,0,0,0,1,1,0
50,3020,1,0,0,0,1,0,0,0,0,0,1,2,1,0
38,2615,0,1,1,0,0,1,1,0,0,2,1,2,1,0
25,2188,0,0,0,0,0,0,0,1,1,2,1,2,1,1
65,4236,1,1,0,0,0,1,0,1,1,2,1,3,1,1
0,144,0,0,0,0,0,0,0,0,0,2,1,0,1,1
2,468,0,0,0,0,0,0,0,0,0,2,1,1,1,0
9,1013,0,0,0,0,0,0,1,0,1,2,1,0,0,0
19,1794,1,0,0,0,0,0,0,1,0,2,0,2,1,0
20,1768,0,0,0,0,0,0,0,0,0,2,0,0,1,0
7,808,0,1,0,0,1,1,0,0,0,2,1,0,0,0
7,1272,1,0,0,0,0,0,1,1,1,2,1,3,1,0
2,495,0,0,0,0,0,0,0,0,0,2,0,1,1,1
65,3414,0,1,1,0,0,0,0,0,0,0,1,2,1,0
46,2712,1,1,0,0,0,0,0,0,0,2,0,2,1,1
65,3912,0,1,0,1,1,1,1,1,1,1,0,3,0,0
59,2866,0,0,0,1,1,1,0,0,0,1,0,1,0,0
16,1697,1,1,0,1,0,1,0,0,0,2,1,2,1,1
69,3901,0,1,0,0,1,1,1,1,1,1,1,3,0,0
34,2816,0,0,0,0,0,1,0,1,1,2,1,1,1,1
4,708,0,1,0,0,0,0,0,0,0,2,1,1,1,0
39,2488,0,1,1,1,1,0,1,0,1,2,1,0,0,0
31,2628,0,1,1,1,1,1,0,0,1,0,0,0,1,0
54,3155,0,1,0,0,1,0,0,0,0,2,1,3,1,0
17,1319,0,1,0,0,0,1,1,0,0,0,1,3,0,0
53,3531,0,0,0,0,0,1,1,0,1,1,1,2,1,0
2,566,0,0,0,0,0,1,0,0,1,2,0,1,1,1
2,385,0,0,1,1,0,1,0,0,0,2,0,0,0,0
19,1304,0,1,1,0,0,1,0,0,0,2,1,1,0,0
6,728,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1,339,0,0,0,0,0,0,0,0,0,2,0,1,1,0
0,247,0,0,1,0,0,0,0,1,1,2,1,1,1,0
1,263,0,0,0,0,1,0,0,0,0,2,1,0,0,0
6,691,1,0,0,1,0,0,0,0,0,2,1,1,0,0
15,1504,0,0,0,0,1,0,0,0,0,2,0,2,1,0
67,3788,0,1,0,0,0,0,0,1,0,0,1,1,1,1
0,143,0,0,0,0,0,0,0,0,0,2,1,0,1,1
7,698,0,1,1,0,0,0,0,0,0,0,1,0,0,0
37,2501,1,1,0,0,0,0,0,0,0,2,1,2,1,1
29,2482,0,1,0,1,1,0,0,1,0,2,1,1,1,1
68,4421,0,0,0,0,1,1,1,1,1,1,1,2,1,0
1,390,0,0,0,0,0,0,0,0,1,2,0,1,1,1
71,4556,0,1,1,0,1,1,1,1,1,1,1,2,1,0
22,2203,1,0,0,0,1,0,0,1,1,2,1,1,1,1
16,1605,0,0,0,0,0,1,0,0,0,2,0,2,1,0
39,2897,0,1,0,0,0,0,0,1,1,2,1,2,1,1
66,4270,0,1,1,0,1,1,1,1,1,1,0,2,1,0
65,3503,0,1,1,1,1,1,1,1,0,0,1,1,0,0
71,3934,0,0,0,1,0,1,1,1,1,1,0,3,0,0
31,2393,1,1,0,0,0,0,0,0,1,2,1,1,1,1
13,1171,0,0,0,1,0,0,1,0,0,0,0,0,0,0
68,4302,0,1,0,0,0,1,0,1,1,2,1,3,1,1
56,3896,0,1,0,0,1,1,0,1,1,2,1,3,1,1
71,4626,0,1,0,1,1,1,1,1,1,0,1,2,1,1
2,579,0,0,0,0,0,0,0,1,1,2,1,1,1,0
44,2204,0,1,0,1,0,1,0,0,0,1,0,3,0,0
0,156,0,0,0,0,0,0,1,0,0,2,1,0,1,0
0,272,0,1,0,1,0,0,0,1,1,2,1,1,1,1
9,1217,0,0,0,0,0,0,0,0,1,2,1,2,1,1
70,4414,0,1,0,1,0,1,0,1,1,0,1,3,1,0
64,3966,0,0,0,1,0,0,1,0,1,0,0,1,1,0
14,1241,0,1,1,0,0,1,1,0,0,2,1,2,0,0
70,4109,1,1,0,0,1,1,0,0,1,1,0,3,1,0
71,4466,0,0,0,1,1,1,1,1,1,1,1,1,1,0
11,955,0,1,1,1,0,0,0,0,0,2,1,1,0,0
26,2010,0,1,1,1,0,0,0,0,0,2,0,0,1,0
49,3086,1,0,0,1,1,0,0,0,0,2,1,1,1,0
36,2548,0,0,0,1,1,1,1,1,0,2,1,3,0,0
24,1614,0,1,1,0,1,1,0,0,0,0,0,0,0,0
60,3963,1,1,0,0,1,1,1,1,0,0,1,0,1,0
34,2877,1,1,0,1,1,0,1,1,0,2,1,2,1,1
0,94,0,0,0,0,0,0,0,1,0,2,1,1,0,1
40,2660,0,0,0,1,0,0,0,0,0,2,1,3,1,0
70,4537,0,1,0,0,1,1,1,1,1,0,1,2,1,0
1,340,0,1,0,1,0,0,0,0,0,2,1,1,1,1
71,3567,0,1,1,1,1,1,1,0,0,1,1,2,0,0
71,4198,1,1,0,1,1,1,1,1,1,1,1,2,0,0
69,4541,0,1,0,1,1,1,1,1,1,0,0,3,1,1
50,3170,0,1,1,0,1,0,1,0,0,0,0,2,1,0
29,1778,0,1,1,1,0,0,0,0,0,2,1,2,0,0
36,2759,0,1,1,0,1,1,0,1,0,2,1,1,1,0
63,3731,0,0,0,1,1,1,1,1,0,0,0,1,0,0
57,2807,0,1,0,0,1,0,1,0,0,1,1,3,0,0
44,3443,0,1,1,0,1,1,1,1,1,1,1,2,1,0
50,3789,0,1,0,1,1,0,1,1,1,0,0,3,1,0
0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6,1087,0,0,0,0,0,0,0,1,1,2,1,1,1,0
0,82,0,0,0,0,0,1,1,0,0,2,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0
4,713,0,1,1,0,0,0,0,1,0,2,1,1,1,0
4,640,0,0,0,1,0,0,1,0,0,2,0,1,0,1
69,4481,0,0,0,1,1,1,1,1,1,1,1,2,1,0
1,428,1,0,0,0,0,1,0,0,1,2,1,1,1,1
66,3959,0,1,0,1,1,0,0,0,1,0,1,3,1,1
11,1486,0,0,0,0,0,1,0,1,1,0,0,1,1,0
5,863,0,0,0,1,0,1,1,1,1,1,1,0,0,0
15,1674,0,1,0,0,1,1,0,1,0,2,1,3,1,1
37,2892,0,0,0,0,1,1,0,0,1,2,1,3,1,0
4,754,0,0,0,0,0,0,0,1,0,2,1,0,1,0
63,3070,0,1,1,1,0,0,1,1,0,0,0,0,0,0
61,3151,0,1,1,1,0,1,1,1,0,0,1,2,0,0
42,2520,0,1,0,0,0,0,1,1,0,0,1,2,0,0
70,4044,1,0,0,1,1,1,1,1,1,1,0,0,0,0
5,796,1,0,0,0,0,1,0,0,0,2,0,1,1,1
39,3076,1,1,0,1,0,0,0,1,1,2,0,1,1,1
25,2051,0,1,1,0,0,0,0,0,1,0,0,2,1,0
3,635,0,0,0,0,1,0,0,0,0,2,0,2,1,1
51,3495,0,1,1,1,1,1,0,0,1,2,0,2,1,0
58,3007,0,1,0,1,1,1,0,1,0,0,0,3,0,0
53,2991,1,1,0,0,0,0,0,0,0,2,0,2,1,0
31,2144,0,1,0,1,1,0,1,0,1,0,0,0,0,0
63,4271,0,0,0,0,1,0,1,1,1,0,1,3,1,1
33,2080,0,0,0,1,1,0,1,0,0,0,1,0,0,1
71,4074,0,0,0,1,1,1,1,1,1,1,0,3,0,0
9,1395,0,0,0,1,0,1,0,1,1,0,1,1,1,0
2,489,0,1,0,0,0,0,0,0,0,2,1,3,1,1
13,1110,0,0,0,0,1,0,0,0,0,0,0,3,0,0
62,3084,0,0,0,1,1,1,1,0,0,0,0,2,0,0
7,917,0,0,0,0,1,0,0,0,0,2,0,1,1,0
11,1460,0,0,0,0,0,0,0,1,1,2,1,1,1,1
12,941,0,1,1,0,0,0,0,0,0,2,0,2,0,0
20,2155,0,0,0,1,0,1,0,1,1,2,0,0,1,0
2,554,0,0,0,0,1,0,0,1,0,2,0,1,1,1
11,1098,0,0,0,1,0,1,1,0,0,2,1,0,0,1
28,2006,0,0,0,0,1,1,0,0,1,0,0,3,0,0
37,2405,0,0,0,1,1,1,1,0,0,2,0,1,0,0
38,2566,0,0,0,0,0,0,0,0,0,2,0,1,1,1
4,773,0,0,0,0,0,0,0,0,0,2,0,1,1,1
16,1269,0,0,0,0,0,0,1,0,0,2,0,0,0,1
52,3427,0,1,0,0,0,0,1,1,1,0,1,1,1,0
0,173,1,0,0,0,0,0,0,0,0,2,1,1,1,1
42,3005,0,0,0,0,1,1,0,1,0,2,1,1,1,0
17,1473,0,0,1,1,0,0,0,0,1,2,0,1,0,0
35,2976,0,0,0,0,1,1,0,1,1,0,1,2,1,0
1,350,0,0,0,0,0,0,0,1,0,2,0,1,1,1
6,841,1,1,0,1,1,0,1,0,0,2,0,1,0,0
2,624,0,0,0,0,0,1,0,1,1,2,1,2,1,1
22,1815,0,1,1,0,1,0,1,1,0,2,1,3,0,0
10,988,1,0,1,0,1,0,1,0,0,2,1,1,0,0
35,2779,0,1,0,0,1,1,0,1,0,2,1,2,1,1
53,2967,0,1,0,1,0,1,1,0,1,1,0,2,0,0
35,2772,0,1,0,0,0,0,0,1,1,2,1,2,1,0
2,415,0,0,0,0,0,0,0,1,0,2,1,1,0,0
68,4419,0,1,0,0,1,1,0,1,1,2,1,1,1,1
1,432,0,0,0,0,0,0,0,0,1,2,1,1,1,1
47,2921,0,0,0,0,1,1,1,1,1,1,0,3,0,0
7,1200,1,0,0,0,1,1,0,1,1,2,1,1,1,1
1,335,0,0,0,1,0,1,0,0,0,2,1,1,1,0
66,3876,0,1,0,0,1,1,1,1,1,1,0,2,0,0
63,4058,0,1,0,1,0,0,1,1,1,0,1,0,1,0
41,3304,1,1,0,1,0,1,0,1,1,0,1,2,1,0
0,217,0,0,0,0,0,0,0,0,1,2,1,1,1,1
1,398,1,0,0,0,1,0,0,1,0,2,1,2,1,0
71,4582,1,1,0,1,1,1,1,1,1,1,1,2,1,0
61,4343,0,0,0,1,1,1,1,1,1,0,1,3,1,0
59,3946,1,1,0,0,0,1,0,1,1,0,1,3,1,0
68,3749,0,1,1,0,1,1,1,1,1,1,1,2,0,0
30,1812,0,1,1,0,0,1,1,0,0,2,0,0,0,0
55,3150,0,1,1,1,1,0,1,0,1,1,1,3,0,0
31,2854,0,0,0,1,0,1,1,1,1,0,1,2,1,0
0,281,0,0,0,0,0,1,0,1,1,2,1,1,1,1
54,3543,0,1,1,0,0,1,0,1,0,2,1,3,1,0
63,4008,0,0,1,0,1,0,1,1,1,2,1,3,1,0
12,1125,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4,557,0,0,0,0,0,0,0,0,0,2,1,0,0,1
7,1156,0,1,0,0,0,1,0,1,1,2,1,1,1,1
59,4092,0,0,0,0,1,1,0,1,1,2,1,1,1,1
11,1477,0,0,0,0,0,0,0,1,1,2,0,1,1,0
45,2563,0,1,0,0,1,0,1,1,0,1,1,3,0,0
55,2570,0,0,0,1,0,1,0,0,0,0,0,0,0,0
66,4397,0,1,0,0,1,1,1,1,1,0,1,3,1,0
10,914,0,0,0,0,1,0,0,0,0,2,0,1,0,0
13,1428,0,0,0,0,1,0,1,0,0,2,1,3,1,0
8,1166,1,0,0,0,0,0,0,0,1,2,1,1,1,1
71,4151,0,1,0,1,1,0,1,0,0,1,1,2,1,0
50,3291,0,1,1,0,0,1,0,0,1,0,1,1,1,0
48,3409,0,1,0,0,1,0,0,1,1,2,1,2,1,1
17,1261,0,0,0,0,0,1,0,0,0,2,1,0,0,0
66,4394,0,1,0,1,1,1,0,1,1,0,0,3,1,0
3,687,0,0,0,0,0,0,0,0,0,2,0,1,1,1
71,4606,1,1,0,1,1,1,1,1,1,1,1,2,1,0
25,2136,1,0,0,1,0,0,0,1,0,2,1,3,1,0
61,3982,0,0,0,0,0,1,0,1,1,0,1,1,1,1
61,3767,1,1,0,0,1,0,0,0,1,2,1,2,1,0
68,3841,1,1,0,1,1,0,0,0,0,2,1,3,1,0
61,3739,0,0,0,1,1,1,0,0,0,2,0,2,1,0
33,2627,1,1,0,1,0,0,1,1,0,0,0,0,1,0
34,2103,0,1,1,1,1,0,0,0,0,2,1,3,0,0
16,1763,1,1,0,0,0,0,0,1,1,2,1,1,1,0
55,3668,0,1,1,0,1,0,1,1,0,2,1,3,1,0
6,938,0,1,1,1,1,1,1,1,0,2,1,1,0,0
5,855,0,0,0,0,0,1,1,0,1,2,1,1,1,0
68,4399,0,0,0,0,0,1,1,1,1,1,1,2,1,1
59,4221,0,1,1,1,1,1,1,1,1,1,0,3,1,0
0,277,0,0,0,0,0,0,1,1,1,2,1,1,1,0
2,525,0,0,0,0,1,0,0,0,1,2,0,1,1,0
43,3165,0,1,1,0,1,1,0,0,1,0,0,1,1,0
45,2919,0,1,1,0,1,0,0,0,0,2,1,2,1,0
43,3258,1,1,0,0,0,1,1,1,1,2,0,1,1,0
0,44,0,0,1,0,0,1,0,0,0,2,0,1,0,1
51,3662,0,0,0,0,1,1,1,1,1,0,1,2,1,1
18,1986,0,0,1,1,0,1,1,1,1,2,1,1,1,1
13,1402,0,0,0,0,0,1,0,0,0,2,1,1,1,1
67,4389,0,1,0,1,1,0,1,1,1,2,1,1,1,0
71,4211,0,1,1,1,1,1,1,1,1,1,0,2,0,0
12,1305,1,0,0,0,0,1,0,0,0,2,1,1,1,1
41,3219,0,0,0,1,0,1,0,1,1,2,1,1,1,1
49,3573,1,1,0,0,0,0,1,1,1,0,1,1,1,0
8,1147,0,1,1,0,0,1,0,1,0,0,1,1,1,0
47,3343,0,1,0,0,1,1,0,1,1,0,1,1,1,0
4,706,0,1,0,0,0,1,1,1,0,2,0,2,0,1
20,1526,1,0,0,0,0,1,0,1,0,2,1,2,0,1
1,298,0,0,0,0,0,1,0,0,1,2,0,1,0,0
49,3364,0,0,0,1,1,0,1,0,1,2,1,3,1,0
28,2060,0,1,0,0,0,1,1,1,1,1,0,0,0,0
35,2409,1,0,0,0,0,0,0,0,0,2,1,2,1,0
18,1958,0,1,0,0,1,0,1,1,1,0,0,2,1,1
10,1084,0,0,0,0,0,1,1,0,1,0,0,3,0,0
66,4264,0,1,1,1,0,0,1,1,1,1,0,2,1,0
66,4435,0,1,0,1,0,1,1,1,1,0,1,1,1,0
16,1587,0,0,0,0,0,1,0,0,0,2,1,1,1,1
68,3958,1,1,0,1,1,0,0,0,1,0,0,3,1,0
48,2986,0,0,0,0,0,0,0,0,1,2,1,1,1,0
55,3465,0,0,0,1,1,0,0,0,0,2,1,1,1,0
25,2233,0,0,0,1,1,0,0,1,0,2,1,3,1,0
0,199,0,0,0,0,0,0,0,1,0,2,1,1,1,1
4,785,0,0,0,0,1,0,0,1,0,2,1,0,1,0
28,2371,0,0,0,0,0,0,1,1,1,2,1,1,1,0
55,3865,1,0,0,0,1,1,0,1,1,2,0,1,1,0
53,2706,0,0,1,0,1,1,1,0,0,0,1,1,0,0
51,2944,1,0,0,0,0,0,0,0,0,2,1,2,1,0
3,380,0,1,1,0,0,0,0,0,0,2,0,0,0,0
0,4,0,0,1,0,0,0,0,0,0,2,0,1,0,0
0,228,0,0,0,0,1,0,0,0,1,2,1,1,1,0
46,2691,1,1,0,1,1,1,0,0,0,2,1,3,0,0
71,4619,0,1,0,1,1,1,1,1,1,1,1,3,1,0
32,2367,0,1,1,0,1,1,1,1,1,1,0,3,0,0
5,866,0,0,0,1,1,0,0,0,0,2,1,1,1,0
60,3869,0,1,0,1,1,0,1,0,1,0,0,2,1,0
0,77,0,0,1,1,0,0,1,0,0,2,0,1,0,0
7,1033,0,0,0,0,0,0,0,0,1,2,1,1,1,1
54,3479,0,1,0,1,0,0,0,1,0,2,1,2,1,0
48,2577,0,1,1,1,0,1,1,0,0,2,0,2,0,0
22,1987,0,1,1,1,1,0,1,0,0,2,0,0,1,0
0,34,0,0,0,0,0,0,0,0,0,2,1,0,0,1
48,3460,0,0,0,0,0,1,1,1,1,1,0,3,1,0
71,3913,0,1,1,1,1,1,0,1,1,1,1,3,0,0
8,1179,0,0,0,0,0,1,0,1,1,2,1,1,1,0
58,3642,1,1,1,0,0,1,0,0,1,2,1,3,1,0
9,1165,0,0,0,0,1,0,0,0,0,2,1,2,1,1
24,1881,0,0,0,0,0,0,0,0,0,2,0,0,1,1
70,4349,0,1,1,1,0,1,1,0,1,1,0,1,1,0
31,2730,1,1,0,0,0,1,1,1,1,2,1,1,1,1
0,53,0,0,0,0,0,0,0,0,0,2,1,3,0,0
1,352,0,0,0,0,0,0,0,0,0,2,1,1,1,0
62,3627,0,0,0,1,1,1,1,1,1,1,1,2,0,0
48,2941,0,1,1,0,1,1,0,1,1,0,0,3,0,0
71,3987,1,1,0,1,1,1,0,1,1,1,1,3,0,0
70,3337,0,1,0,1,1,0,1,0,0,1,0,2,0,0
71,4373,0,0,0,1,1,1,0,1,0,1,1,2,1,0
20,2176,0,1,0,0,0,1,1,1,1,2,1,1,1,1
56,3577,1,1,0,0,1,1,0,1,0,0,1,1,1,0
9,1207,0,0,0,0,0,0,0,1,0,2,1,2,1,1
33,2982,0,0,0,1,1,1,1,1,1,0,0,3,1,0
1,419,1,1,0,0,0,1,0,0,0,2,0,1,1,1
6,643,0,1,0,0,0,0,0,0,0,2,1,0,0,0
4,503,0,0,1,0,0,0,0,0,0,2,0,0,0,1
66,3530,0,1,0,1,1,1,0,0,1,0,0,0,0,0
35,2573,1,1,0,0,0,0,0,0,1,2,1,1,1,1
62,3517,0,1,0,0,0,1,1,1,1,1,0,3,0,0
51,3764,0,1,0,0,1,1,0,1,1,2,1,1,1,1
64,3791,1,1,1,1,1,0,0,0,0,2,1,1,1,0
68,4251,0,1,1,0,0,0,1,1,1,1,1,1,1,0
4,648,0,1,1,1,1,0,1,0,0,2,0,3,0,0
51,3558,0,1,0,0,1,0,1,1,1,2,1,3,1,0
70,4350,1,1,0,1,1,1,1,1,0,1,1,1,1,0
11,1276,0,0,0,0,0,0,0,1,0,2,1,1,1,0
71,4112,0,1,0,1,1,1,1,1,1,1,1,3,0,0
39,2626,0,1,0,0,0,0,1,0,0,2,1,3,1,0
67,4322,0,1,1,1,1,1,0,1,1,1,1,3,1,0
71,4596,0,1,0,1,1,1,1,1,1,1,1,2,1,0
69,3440,0,0,1,1,1,0,1,0,0,1,0,1,0,0
37,2906,1,0,0,0,0,0,1,1,1,2,1,1,1,1
64,2968,0,1,1,1,1,1,0,0,0,0,0,2,0,0
1,163,0,0,0,0,0,0,0,0,0,2,0,0,0,1
68,4383,0,1,1,0,1,1,0,1,1,1,1,1,1,0
42,2737,0,0,0,0,1,0,0,0,0,2,1,1,1,1
1,382,0,0,0,0,0,1,0,0,0,2,0,0,1,1
50,3107,0,0,0,0,0,0,0,0,1,2,0,2,1,0
70,4132,0,1,0,1,1,1,1,1,1,1,0,3,0,0
47,3532,0,0,0,0,1,1,0,1,1,1,1,2,1,0
1,360,0,0,0,1,0,0,0,1,1,2,1,1,0,1
63,4146,0,0,0,1,0,1,1,0,1,1,0,3,1,0
11,1274,0,0,0,1,0,0,0,0,0,2,1,1,1,1
11,1431,0,0,0,0,0,1,0,1,1,0,0,0,1,1
58,4035,0,1,1,0,1,1,0,1,1,0,1,1,1,0
48,3192,0,1,1,1,1,1,1,1,1,0,1,0,0,0
5,964,0,0,0,0,0,1,0,1,1,2,0,0,1,1
0,89,0,0,0,0,0,0,0,0,1,2,1,0,0,1
17,1409,0,1,1,0,0,0,0,1,0,2,0,0,0,0
5,606,0,1,1,0,0,0,0,0,0,2,0,0,0,0
5,711,0,1,1,0,0,0,0,1,0,2,0,1,0,0
11,1230,0,0,0,1,0,1,0,0,0,2,0,2,1,1
23,2130,0,0,0,0,1,1,0,0,1,2,1,1,1,0
3,636,1,1,0,0,0,0,0,0,0,2,1,0,1,1
56,3116,0,0,0,1,1,1,1,1,0,1,1,3,0,0
10,1222,0,0,1,0,0,1,0,0,0,2,1,0,1,0
20,1995,0,1,0,0,0,0,0,1,1,2,1,1,1,0
62,4126,1,1,0,0,1,1,0,1,1,2,1,1,1,0
