decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,sex,tier,race,pass_bar
7,6,101,12,361,331,1,2,1,3,1,1
3,2,86,11,252,217,0,3,1,3,1,1
3,3,82,25,247,250,0,1,0,3,1,1
6,6,82,22,310,322,0,1,1,3,1,1
5,4,101,19,289,280,0,3,1,5,1,1
4,5,101,24,273,297,0,3,1,5,1,1
4,5,111,21,283,302,0,3,0,5,0,1
3,2,94,14,248,208,0,3,1,3,1,1
2,2,107,21,199,219,0,3,0,5,0,1
0,2,78,20,154,211,0,3,1,3,1,0
8,7,70,17,366,354,0,3,1,2,1,1
7,7,78,19,348,358,0,3,0,2,1,1
0,0,40,15,66,100,0,3,1,3,0,1
4,2,90,15,272,220,0,3,1,2,1,1
6,8,82,21,333,395,0,2,0,4,0,1
7,5,101,17,353,296,0,3,0,3,1,1
7,7,66,12,346,373,0,3,1,4,1,1
2,1,101,18,231,179,0,1,1,2,1,1
1,2,66,15,182,230,0,2,0,3,1,1
3,3,101,17,249,249,0,2,1,3,1,1
0,0,98,7,112,77,0,0,1,4,0,0
5,3,111,11,287,261,0,2,1,2,1,1
3,5,66,17,241,304,0,2,1,2,1,1
9,9,101,18,428,487,0,3,1,2,1,1
1,3,86,21,193,248,0,2,0,4,0,1
4,2,90,21,262,225,0,2,0,3,1,1
5,5,82,23,308,315,0,3,1,3,1,1
0,0,82,10,112,70,0,2,1,2,1,0
4,3,72,17,269,239,0,2,1,2,1,1
9,7,66,17,432,376,1,3,1,2,1,1
9,8,105,21,408,396,0,3,1,3,1,1
8,6,7,18,377,330,0,0,0,0,0,1
4,2,94,9,271,222,0,1,1,3,0,1
6,6,74,19,316,327,0,2,1,3,1,1
4,5,94,16,274,316,0,3,0,2,1,1
3,3,107,23,256,243,0,2,0,3,1,1
5,6,101,19,301,346,0,3,0,3,1,1
6,3,42,24,308,244,0,3,0,1,1,1
8,7,109,16,368,368,0,4,1,2,1,1
8,9,70,16,375,436,1,1,0,2,1,1
9,9,98,18,447,513,0,3,1,2,1,1
3,6,82,17,264,341,0,1,1,0,1,1
3,6,103,17,253,319,0,3,1,4,1,1
7,6,86,19,334,343,0,2,1,2,1,1
9,9,107,24,451,514,0,3,0,2,1,1
4,2,50,14,279,216,0,3,0,0,0,1
7,8,102,21,352,388,0,3,1,4,1,1
1,0,76,11,180,155,0,3,1,3,0,1
8,8,107,14,394,393,0,3,0,5,1,1
9,7,72,20,427,367,0,3,1,2,1,1
1,1,70,18,166,165,0,1,1,3,0,1
3,2,66,18,251,218,0,3,0,2,0,1
3,2,101,20,253,225,0,2,0,4,1,1
4,4,60,17,269,285,0,3,1,2,1,1
4,4,54,21,267,275,0,3,0,2,1,1
4,3,74,19,274,262,0,3,1,4,1,1
4,2,94,17,269,233,1,3,0,4,1,1
6,8,86,18,337,401,0,3,1,3,1,1
7,5,111,20,344,310,0,4,1,4,1,1
3,3,54,20,247,245,0,3,1,2,1,1
5,5,103,20,293,312,0,3,1,3,1,1
3,4,86,16,252,280,0,4,1,2,1,1
0,0,62,15,97,127,0,0,1,3,0,1
7,7,98,13,350,354,1,3,0,2,1,1
8,9,109,21,379,431,0,2,1,4,1,1
4,1,94,15,263,191,0,3,1,4,1,1
1,1,98,15,167,201,0,2,1,3,1,1
7,6,90,15,358,345,0,0,0,2,1,1
8,7,101,24,373,353,0,1,0,2,1,1
7,8,60,12,355,384,0,3,0,1,1,1
6,7,86,21,323,367,0,3,0,2,1,1
9,9,105,19,408,436,0,2,1,3,1,1
8,9,107,23,394,438,0,3,1,4,1,1
6,4,36,23,327,281,0,3,0,2,1,0
1,2,80,13,201,225,0,2,0,2,1,0
9,9,94,15,447,466,1,3,0,2,1,1
0,0,60,11,149,140,0,3,1,3,0,0
6,5,74,12,323,311,0,3,1,1,1,1
7,7,111,17,341,362,0,2,1,3,1,1
5,2,66,22,294,224,0,3,0,2,1,1
3,3,70,22,245,262,1,1,0,4,1,0
4,6,86,25,281,345,0,2,0,3,1,1
8,8,105,18,384,406,0,2,0,4,1,1
9,8,66,20,411,412,0,1,0,2,1,1
9,9,90,19,465,523,0,3,0,2,1,1
8,9,105,22,365,439,0,2,0,2,1,1
4,3,88,18,268,257,0,3,1,3,1,1
1,0,46,22,181,163,0,3,1,1,1,1
5,1,94,12,292,164,0,3,0,2,1,0
8,7,98,12,369,355,0,4,1,2,1,1
2,2,94,16,226,232,0,3,1,2,1,1
2,1,7,14,227,170,1,3,1,2,0,0
0,2,78,14,154,203,0,3,1,1,1,1
6,7,103,24,333,379,0,1,0,3,1,1
7,6,112,18,364,319,0,3,0,5,1,1
1,1,98,14,192,198,0,2,0,5,0,1
2,5,107,15,228,296,0,2,1,5,1,1
4,5,113,22,280,300,0,2,1,4,1,1
5,4,101,17,298,287,0,3,1,3,1,1
8,6,74,18,374,332,0,2,1,3,0,1
6,7,50,22,332,352,0,0,0,3,0,1
0,0,90,16,108,75,0,2,0,1,1,0
0,0,50,15,100,130,0,2,1,5,0,1
3,2,90,16,260,227,0,4,1,2,1,1
0,0,78,18,148,132,0,4,0,3,1,1
4,5,101,20,261,296,0,2,1,4,1,1
2,1,68,19,217,196,0,3,0,3,1,1
6,6,109,14,319,339,0,3,1,2,1,1
1,0,86,12,161,134,0,4,0,5,1,0
7,8,54,21,364,400,1,3,0,4,1,1
6,3,66,21,327,265,0,2,1,3,1,1
9,9,72,18,495,434,1,1,1,4,1,1
9,9,82,24,409,428,0,1,1,3,1,1
1,2,78,16,207,220,0,2,1,2,1,1
9,9,101,18,414,474,0,2,1,4,1,1
7,4,107,21,354,291,0,3,1,4,1,1
6,6,62,17,311,344,0,2,0,1,1,1
7,7,98,21,337,357,0,3,0,4,1,1
1,0,78,15,177,148,0,2,1,4,1,0
7,6,66,19,360,344,0,3,0,3,1,1
5,5,70,15,294,297,0,3,1,2,1,1
8,7,74,16,380,369,0,2,0,2,1,1
9,4,74,18,522,292,0,4,0,5,1,1
8,4,78,10,383,285,1,3,1,2,1,1
3,4,101,21,251,286,0,3,0,4,1,1
8,8,90,21,374,416,0,2,1,3,1,1
2,2,50,20,211,212,0,2,1,2,0,1
3,2,86,14,243,213,0,3,1,1,1,1
0,0,66,20,141,87,0,2,0,5,0,1
5,4,82,13,308,285,0,3,0,3,0,1
8,6,107,18,407,344,0,1,0,3,1,1
5,6,82,19,288,340,0,3,1,3,1,1
3,5,86,21,256,315,0,2,0,3,1,1
7,6,86,20,347,329,0,3,0,3,1,1
0,1,62,14,139,176,0,3,1,4,0,0
7,7,94,15,334,370,0,3,0,2,1,1
4,5,105,13,285,296,0,4,0,3,1,1
8,8,105,20,377,385,0,2,1,3,1,1
4,4,94,21,275,274,0,2,1,2,1,1
2,1,78,22,223,175,0,1,1,2,1,1
6,6,94,19,337,327,0,2,0,3,1,1
5,5,78,17,288,312,0,4,1,3,1,1
9,9,86,16,435,434,0,3,1,2,1,1
1,2,86,20,198,214,0,3,1,2,0,1
7,9,82,18,347,431,0,3,1,2,1,1
7,9,109,20,361,476,0,3,0,3,1,1
8,4,82,18,383,287,1,2,0,2,1,1
2,2,78,12,217,213,0,2,0,1,1,1
5,3,94,21,295,259,0,3,1,3,1,1
5,3,62,11,289,256,1,4,0,2,1,1
2,0,103,15,208,146,0,3,0,3,0,1
7,6,78,24,370,326,0,2,1,5,1,1
4,1,111,21,262,192,0,2,0,5,1,1
8,9,101,24,419,444,0,1,1,5,1,1
7,7,76,18,337,361,0,4,1,2,1,1
0,0,18,15,1,5,0,1,0,4,1,0
9,9,86,24,447,477,0,3,0,4,0,1
0,1,107,22,140,190,0,2,0,4,1,1
1,0,58,20,189,84,0,3,1,2,1,0
2,3,94,18,215,261,0,3,1,3,1,1
4,6,98,18,272,335,0,3,1,3,1,1
8,8,109,21,410,406,0,3,0,5,1,1
6,6,78,14,327,316,0,3,1,1,1,1
0,0,46,11,149,156,0,2,0,2,0,1
0,0,112,17,80,45,0,2,1,2,1,0
0,0,82,15,137,158,0,2,1,2,1,0
7,7,101,22,365,368,0,1,1,3,1,1
4,4,78,7,267,289,0,3,1,2,1,1
7,7,66,16,353,363,0,2,0,2,1,1
9,9,101,23,409,440,0,2,1,3,1,1
6,1,94,17,333,190,0,2,1,2,1,1
8,8,103,25,397,390,0,3,1,4,1,1
8,7,107,18,390,376,0,3,1,2,1,1
2,1,66,20,222,194,0,3,0,2,1,0
0,0,112,20,157,144,0,3,1,4,1,1
0,1,98,18,149,191,0,1,1,4,1,0
2,1,78,16,224,202,0,3,0,2,0,1
6,4,90,14,317,291,0,3,1,3,1,1
4,4,78,16,269,270,0,3,0,2,1,1
4,4,105,24,274,294,0,2,0,5,1,1
2,0,107,15,235,158,0,4,1,2,1,1
8,7,94,20,372,363,0,4,0,2,1,1
7,5,78,10,335,305,0,2,0,2,0,1
4,3,90,20,271,255,0,3,0,2,1,1
3,3,86,20,238,253,0,3,1,3,1,1
7,8,74,19,364,422,0,3,0,2,1,1
0,0,66,13,79,103,0,3,1,2,1,1
3,2,72,18,248,205,0,2,1,3,0,1
9,9,105,22,419,444,0,3,0,3,1,1
6,7,109,21,334,352,0,3,1,5,1,1
6,4,90,19,314,282,0,2,1,2,1,1
0,0,26,10,113,87,0,0,1,2,0,0
2,3,66,11,214,247,0,2,1,2,1,1
6,6,98,16,311,341,0,2,0,4,0,1
2,3,46,14,205,265,0,1,1,3,0,0
7,3,103,22,343,266,0,3,1,4,1,1
5,6,86,14,304,327,0,2,1,3,1,1
2,4,48,9,232,268,0,2,1,0,0,1
7,6,86,17,342,333,0,1,0,3,1,1
8,8,82,20,396,383,1,2,0,2,1,1
4,2,82,21,271,236,0,3,1,4,1,1
0,2,94,10,119,213,0,4,0,2,1,0
7,8,103,24,354,380,0,2,0,3,1,1
5,3,103,21,288,265,0,3,1,4,1,1
1,4,56,16,196,281,1,3,1,2,1,0
8,7,94,21,373,374,0,2,0,3,1,1
2,1,111,18,227,174,0,3,1,4,0,1
2,4,78,18,234,288,0,3,1,2,1,0
6,7,46,13,317,376,0,1,0,0,0,1
0,0,74,10,95,116,0,3,0,2,0,0
4,4,86,18,274,270,0,2,0,4,0,1
9,9,90,14,422,434,0,3,1,2,1,1
9,8,72,17,418,413,0,3,1,2,1,1
4,0,82,8,278,139,0,1,1,3,1,1
7,8,113,19,360,393,0,4,1,5,1,1
5,5,86,13,292,309,0,3,1,2,1,1
5,5,82,16,288,300,0,3,1,2,1,0
4,3,82,12,262,263,0,2,0,2,1,1
8,9,105,14,385,455,0,3,1,4,1,1
3,4,46,17,240,279,0,2,1,2,1,1
8,8,90,15,380,407,0,3,0,3,1,1
7,7,109,16,357,353,0,2,1,4,1,1
3,4,86,15,256,278,0,2,1,2,1,1
5,6,90,24,296,329,0,3,0,3,1,1
9,9,74,17,482,472,0,3,0,2,1,1
9,9,86,22,516,494,0,3,0,1,1,1
9,8,94,13,411,407,1,2,1,2,1,1
3,3,80,19,258,248,0,3,0,2,1,0
0,0,90,14,132,118,0,3,0,1,1,0
8,8,105,16,388,403,0,1,1,3,1,1
4,2,101,11,270,231,1,2,1,4,0,1
2,4,74,25,211,277,0,2,0,2,1,1
8,9,101,23,376,421,0,3,1,3,1,1
8,8,109,15,385,418,0,4,0,2,1,1
4,2,68,20,276,204,0,3,0,2,1,0
4,3,90,14,281,255,0,3,1,3,1,1
7,5,107,17,354,313,0,4,0,3,1,1
3,1,66,12,235,182,1,1,1,2,0,1
6,3,86,12,316,246,0,3,0,2,1,1
2,1,86,17,222,202,0,2,0,5,0,1
0,0,78,19,134,110,0,3,0,4,1,0
1,2,105,17,204,207,0,3,1,3,0,1
7,6,82,15,340,337,0,3,1,1,1,1
9,9,94,16,441,493,0,2,1,2,0,1
9,9,112,24,466,521,1,1,0,2,1,1
7,6,72,17,340,342,0,3,0,1,1,1
8,7,74,13,370,363,0,1,1,1,0,1
8,9,101,14,393,433,0,3,1,4,0,1
5,4,78,20,307,267,0,1,1,2,1,0
8,8,82,20,384,402,0,2,0,3,1,1
7,7,86,16,339,364,0,3,0,2,1,1
6,6,78,21,330,333,0,3,0,4,1,1
1,0,72,11,174,139,0,3,1,2,0,1
0,0,68,18,79,131,0,2,1,3,0,0
1,3,101,16,191,254,0,2,1,2,0,1
3,2,98,11,247,226,0,4,1,2,1,1
3,5,86,14,245,302,0,4,1,2,1,1
9,9,112,25,460,506,0,3,0,3,1,1
5,9,60,12,308,447,1,4,1,2,1,1
0,0,52,20,168,144,0,2,1,1,1,0
0,1,107,17,154,172,0,3,1,4,1,1
2,2,107,12,213,211,0,3,0,3,1,1
5,7,98,20,304,350,0,1,0,2,1,1
2,2,94,17,228,220,0,3,1,4,1,0
8,8,94,18,378,411,0,3,1,1,1,1
0,3,94,17,148,265,1,2,1,4,1,1
9,9,102,13,449,452,0,4,1,3,1,1
5,5,54,20,297,296,0,2,1,2,1,1
9,9,84,16,460,491,0,3,1,2,1,1
7,7,74,14,339,366,0,3,1,2,1,1
8,7,111,16,381,353,0,3,0,4,1,1
2,3,103,20,205,255,0,3,1,3,1,1
1,4,107,17,189,288,0,3,0,4,1,1
3,3,103,9,251,257,0,2,0,4,1,1
5,7,105,25,299,353,0,3,1,2,1,1
2,0,29,8,241,146,0,4,1,0,1,0
5,6,94,17,282,318,0,3,1,2,1,1
3,3,58,16,239,247,1,3,1,4,0,0
7,5,90,22,334,299,0,2,0,4,1,1
9,9,74,22,516,506,0,2,0,1,1,1
5,5,82,14,304,301,0,3,0,2,1,1
1,2,98,15,195,219,0,2,0,2,0,1
4,2,78,17,279,208,0,3,0,2,1,0
0,0,101,19,163,77,0,3,1,2,1,1
3,1,57,16,257,200,1,3,1,3,1,1
0,0,46,11,66,134,0,4,0,2,1,1
1,3,98,16,197,239,0,2,1,2,1,1
9,9,111,15,413,445,0,3,1,4,1,1
8,8,82,22,391,381,1,3,1,2,1,1
3,6,109,24,234,338,0,2,0,4,0,1
8,9,111,17,389,449,0,3,1,2,1,1
9,9,113,21,448,447,0,3,0,3,1,1
0,3,86,24,161,261,0,2,0,2,1,1
8,9,109,21,380,478,0,1,0,3,1,1
9,4,86,10,429,281,0,2,1,4,1,1
9,9,94,19,438,444,0,2,0,0,0,1
9,9,60,17,448,449,1,2,1,1,1,1
9,9,62,17,432,432,0,3,1,2,1,1
2,4,112,19,229,276,0,4,1,4,1,1
3,3,90,19,243,237,0,1,0,2,1,1
9,6,101,9,534,324,1,3,1,3,1,1
2,1,94,20,215,199,0,1,0,3,1,1
3,2,82,19,248,226,0,3,0,3,1,1
3,1,94,16,247,193,0,3,1,4,1,1
8,6,62,19,373,317,0,2,0,1,1,1
2,3,82,19,232,254,0,3,1,3,1,1
3,4,86,22,253,276,0,4,1,5,1,1
4,4,74,22,270,265,0,3,0,2,1,1
3,3,74,13,246,264,0,2,0,2,1,1
2,0,46,22,215,127,0,0,0,4,0,1
1,0,58,13,163,151,0,2,0,4,0,0
3,4,98,16,251,288,0,3,1,4,1,1
4,4,58,18,278,288,0,3,0,2,1,1
6,6,94,18,340,336,0,2,0,0,1,1
4,3,82,8,267,261,0,1,1,2,1,1
7,7,107,19,362,365,0,3,1,3,1,1
0,0,50,17,116,135,0,3,0,3,0,0
1,2,74,12,185,227,0,3,1,2,1,1
7,8,98,20,349,394,0,3,0,2,1,1
9,9,102,9,444,464,0,3,1,2,1,1
4,8,79,19,266,393,0,2,0,2,1,1
9,9,68,19,488,472,0,2,1,2,0,1
8,8,82,15,367,394,1,3,1,1,1,1
3,6,98,17,248,334,1,3,1,2,1,1
6,7,98,24,313,368,0,2,1,3,1,1
4,8,62,17,273,398,0,1,0,1,1,1
1,3,86,15,178,259,0,2,1,3,1,1
9,9,101,15,434,483,0,3,1,3,1,1
2,2,94,18,217,217,0,3,1,3,1,1
4,4,94,17,276,289,0,2,1,3,1,1
1,1,62,22,197,171,0,3,0,2,0,1
0,0,33,15,115,79,0,2,0,1,0,0
0,2,94,22,119,204,0,2,0,2,1,1
9,9,80,17,464,443,0,1,1,1,1,1
4,4,101,16,272,276,0,3,1,2,1,1
4,8,66,19,271,416,1,2,0,2,1,1
3,3,66,16,253,247,0,2,1,2,1,1
3,4,66,18,245,266,0,3,0,2,1,1
3,2,105,24,239,221,0,3,0,4,1,1
0,0,34,16,143,81,0,2,0,3,0,0
9,9,90,20,426,462,0,3,0,3,1,1
6,5,98,19,331,316,0,3,0,2,1,1
5,2,101,13,290,235,0,2,1,2,1,1
7,4,44,11,342,282,1,2,1,1,1,1
9,9,76,16,465,454,0,3,1,3,1,1
6,4,112,24,339,282,0,3,1,5,1,1
5,3,78,13,304,258,0,1,1,2,1,1
5,5,103,24,293,313,0,3,0,5,1,1
3,3,82,16,253,264,0,3,0,3,1,1
8,9,94,12,399,462,0,3,0,3,1,1
3,5,78,15,248,290,0,2,0,2,1,1
4,6,78,21,280,320,0,3,0,2,0,1
5,6,86,23,299,342,1,0,0,2,0,1
1,2,103,13,196,237,0,3,1,3,1,1
2,3,98,20,210,266,0,1,0,3,1,1
1,2,94,22,204,229,0,4,0,2,1,1
0,1,86,22,156,167,0,4,0,3,0,1
8,9,62,15,375,424,0,3,1,3,1,1
6,5,70,21,326,317,0,2,0,2,1,1
5,6,113,21,291,324,0,2,0,4,1,1
5,6,74,21,302,326,1,2,1,3,1,1
5,5,86,20,290,301,0,2,0,2,1,1
8,6,78,20,388,326,0,1,0,2,1,1
8,7,101,14,407,357,0,2,1,3,1,1
0,1,58,14,161,203,0,0,0,3,0,1
4,4,74,13,274,271,0,3,1,1,1,1
6,6,98,21,312,335,0,2,1,4,1,1
3,4,113,17,240,269,0,3,1,4,1,1
8,8,98,23,370,393,0,3,0,2,1,1
0,1,58,17,126,169,0,4,0,5,0,1
4,7,70,21,277,352,0,3,1,2,1,1
5,6,86,21,308,346,0,3,1,3,1,1
9,9,113,23,455,488,0,2,0,3,1,1
7,5,82,22,347,312,0,3,0,2,1,1
1,1,74,15,185,199,0,3,0,2,1,1
2,2,62,24,211,235,0,1,1,3,1,1
2,1,86,11,231,172,0,1,0,1,1,0
9,9,101,20,492,507,1,2,0,2,1,1
4,3,62,10,270,256,0,2,1,3,0,1
3,2,70,16,253,225,0,4,1,2,1,1
2,2,46,10,219,206,0,2,1,0,0,0
9,9,62,24,408,471,1,2,0,4,1,1
5,6,98,10,305,338,0,3,1,1,1,1
2,2,105,17,211,226,1,3,1,4,1,1
4,2,70,15,260,223,1,3,1,2,1,1
7,6,113,22,352,343,0,4,1,4,1,1
2,1,86,22,216,180,0,2,1,2,1,1
8,8,103,24,384,383,0,3,1,5,1,1
5,3,107,21,291,254,0,4,1,4,1,1
1,3,64,5,209,250,0,1,1,0,0,1
8,8,107,17,380,406,0,4,1,5,1,1
6,7,78,18,330,371,0,2,1,3,1,1
0,2,70,19,154,228,0,3,1,4,1,1
1,3,103,20,176,250,0,3,0,4,1,1
9,4,82,23,456,289,0,2,0,4,1,1
0,1,74,14,160,186,0,1,1,2,1,1
8,9,103,22,399,453,0,3,0,3,1,1
9,9,82,23,418,453,0,1,0,3,1,1
8,6,109,19,382,346,0,3,1,3,1,1
7,7,70,15,353,353,0,2,1,2,1,1
7,8,101,14,358,421,0,3,0,2,1,1
2,2,82,15,223,220,0,2,0,4,0,1
2,3,101,14,220,250,0,3,1,3,1,1
7,4,86,19,346,292,0,2,0,4,1,1
2,4,101,21,220,289,0,2,1,3,1,1
8,6,101,19,379,337,0,2,0,3,1,1
4,2,103,21,266,213,0,2,0,3,1,1
0,3,62,18,146,244,1,2,1,4,1,1
0,0,103,21,64,67,0,3,1,4,1,1
9,9,113,22,454,451,0,3,1,5,1,1
5,3,107,9,286,266,0,3,1,4,1,1
4,5,58,20,272,295,0,3,0,2,1,1
9,9,90,22,463,503,0,3,1,3,1,1
7,8,105,22,347,394,0,3,0,4,1,1
4,2,113,18,275,225,0,3,1,4,1,1
8,6,103,15,384,342,0,3,1,3,1,1
2,3,82,22,225,250,0,3,0,2,1,1
3,3,101,20,257,263,0,2,0,3,1,1
4,4,54,18,265,270,0,3,0,2,1,1
0,0,34,13,93,70,0,3,1,3,0,0
3,4,103,20,253,282,0,3,0,4,1,1
1,1,103,21,182,175,0,4,0,4,1,1
5,3,78,16,293,251,0,3,1,2,1,1
1,2,103,16,195,228,0,3,1,4,1,1
7,6,90,20,340,323,0,3,0,3,1,1
2,4,94,18,221,291,0,4,1,4,1,1
3,2,58,17,244,220,0,4,0,2,1,0
9,9,105,18,498,522,0,1,1,3,1,1
8,8,113,23,397,419,0,3,0,2,1,1
6,7,101,8,322,366,0,2,1,4,1,1
3,3,98,25,258,243,0,2,0,5,1,1
1,1,78,10,176,164,0,3,0,4,0,1
7,5,78,19,335,312,0,2,1,2,1,1
2,0,74,16,212,107,1,1,1,2,0,0
3,2,101,21,235,235,0,3,0,4,1,1
7,6,66,14,341,322,0,3,0,3,1,1
7,8,105,21,363,384,0,4,0,5,0,1
2,5,62,18,227,300,0,2,1,3,0,1
9,9,94,21,445,516,0,4,1,2,1,1
8,5,103,17,383,310,0,2,0,3,1,1
7,7,85,21,352,353,0,4,1,4,1,1
8,8,86,19,386,393,0,3,0,2,1,1
5,6,86,6,309,332,0,1,1,3,1,1
2,3,105,20,224,261,0,2,0,4,1,1
2,3,98,24,223,251,0,3,1,4,0,1
1,2,18,16,200,224,0,2,0,0,0,0
1,3,66,16,180,241,1,3,0,2,1,0
9,9,70,16,500,552,0,1,1,2,1,1
3,2,94,14,238,217,1,2,0,3,1,1
3,5,109,22,253,306,0,2,1,3,1,1
0,1,90,19,94,161,0,2,0,2,1,1
8,8,86,12,375,405,0,0,0,3,0,1
1,1,61,21,180,198,0,1,0,2,1,1
7,7,94,17,342,347,0,2,0,2,1,1
6,7,94,8,330,362,1,2,1,4,1,1
2,5,70,9,230,296,0,1,1,1,1,1
2,2,56,20,217,218,0,2,1,2,1,1
7,5,90,13,344,315,0,4,1,2,1,1
0,0,50,14,81,73,0,2,1,2,1,0
9,9,96,17,501,438,0,3,1,4,1,1
8,8,62,15,399,422,0,3,0,1,1,1
2,1,66,17,198,200,0,1,1,5,0,1
8,8,64,20,387,399,0,2,1,2,1,1
0,0,82,9,152,127,0,4,0,2,1,1
3,2,60,15,237,222,0,3,1,2,1,1
1,1,107,21,167,164,0,3,1,4,1,1
2,3,66,10,210,250,0,1,1,2,1,1
5,7,66,15,294,352,0,3,1,2,1,1
7,6,90,17,340,343,0,3,1,2,1,1
1,1,78,13,206,181,0,4,1,2,1,1
3,7,30,22,260,367,0,3,1,2,0,1
9,9,103,19,441,455,0,2,1,2,1,1
5,4,112,24,299,290,0,2,0,5,1,1
2,1,103,14,219,201,0,3,1,3,1,1
8,8,70,19,381,413,0,3,0,1,1,1
1,2,74,18,201,227,0,3,0,3,1,1
8,7,98,20,398,369,0,2,1,4,1,1
7,6,82,16,360,332,0,3,0,4,1,1
1,1,62,12,186,184,0,3,1,2,1,1
8,9,72,17,389,428,0,2,1,2,1,1
8,7,113,18,379,369,0,3,1,4,1,1
0,0,74,11,99,57,0,1,0,4,0,1
4,4,62,15,274,277,0,2,1,4,0,1
1,1,101,16,171,165,0,4,0,4,0,1
5,5,86,13,287,302,0,3,1,2,1,1
0,1,44,23,158,184,0,3,1,2,1,1
7,4,58,23,338,271,0,3,1,2,1,0
5,5,60,16,299,303,0,2,0,1,1,1
5,5,90,21,302,296,0,4,0,2,1,1
8,9,105,14,378,458,0,3,1,2,1,1
4,4,82,12,272,275,1,1,1,2,1,1
9,9,82,24,476,473,0,3,0,2,1,1
7,6,74,24,334,331,0,1,0,2,1,1
6,7,82,17,323,350,0,1,1,1,1,1
3,4,98,19,248,278,0,2,0,2,1,1
9,8,84,23,414,410,0,2,0,2,1,1
5,4,62,12,294,283,0,4,1,4,0,1
0,0,50,16,61,79,0,1,1,3,0,0
1,3,58,21,186,255,1,2,0,2,1,1
3,2,74,20,251,232,0,3,0,2,1,1
2,3,109,22,221,268,0,3,1,5,1,1
5,5,58,23,305,296,1,2,0,3,0,1
8,8,94,17,369,419,0,3,0,3,1,1
8,9,111,11,399,453,0,3,0,4,1,1
2,1,107,20,208,189,0,2,1,3,1,1
5,4,112,25,297,280,0,1,1,4,1,1
7,5,50,17,356,314,1,2,0,2,1,0
6,5,26,14,317,304,0,3,1,0,0,1
0,1,86,21,15,186,0,4,0,3,1,0
9,4,101,16,448,275,0,3,1,5,1,1
3,2,69,16,240,230,0,3,0,2,1,1
2,2,82,14,228,230,0,2,0,4,1,1
5,7,105,22,308,365,0,2,1,3,0,1
5,3,90,15,286,250,0,3,1,2,1,1
0,1,78,13,143,174,0,3,1,2,1,1
6,4,103,19,329,283,0,3,1,3,1,1
5,3,94,18,287,248,1,3,1,4,1,1
2,1,44,17,219,195,0,3,1,2,1,1
3,3,82,18,252,241,0,2,0,4,1,1
9,8,99,23,429,402,0,3,1,4,1,1
2,3,28,14,232,253,0,2,0,2,0,1
9,9,78,14,482,463,1,4,0,4,1,1
7,6,86,18,361,340,0,3,0,4,1,1
9,9,113,19,489,475,0,3,0,5,1,1
3,1,98,10,253,192,0,2,1,2,1,1
3,4,74,24,259,274,0,3,0,2,0,1
8,8,66,9,387,387,0,3,0,1,1,1
6,4,98,12,324,286,1,3,0,4,1,1
8,8,86,21,368,406,0,2,1,3,1,1
8,8,74,17,374,405,0,1,0,0,0,1
1,0,101,16,190,119,0,4,1,4,1,1
7,6,105,25,356,324,0,2,0,3,1,1
1,1,78,24,187,203,0,0,1,3,0,1
5,5,54,16,306,307,1,1,0,2,0,1
0,2,98,22,151,228,0,2,0,4,0,1
9,9,86,24,470,453,0,1,0,4,1,1
3,4,58,11,245,267,0,2,0,3,0,1
5,5,41,16,292,302,0,3,1,1,1,1
1,0,38,18,202,139,0,2,0,2,0,0
6,5,94,12,321,316,0,3,0,2,1,1
7,8,82,14,357,413,1,2,1,2,1,0
2,0,28,16,212,95,0,2,1,4,0,0
4,5,105,14,275,298,0,4,1,4,0,1
1,1,101,15,163,178,0,4,1,3,1,1
5,2,70,16,305,225,0,3,1,2,0,1
3,4,82,16,258,284,0,2,1,3,1,1
5,5,66,13,296,302,0,2,0,5,0,1
3,2,101,15,244,226,0,4,1,3,1,1
5,7,107,21,293,348,0,2,0,5,1,1
0,0,5,14,125,123,0,1,0,4,0,1
3,2,74,20,251,231,0,3,0,2,1,1
9,9,82,17,446,444,1,3,0,2,1,1
0,0,98,16,62,43,0,3,0,5,0,0
9,9,98,19,412,448,0,3,1,3,1,1
2,2,98,19,234,211,0,4,1,2,1,1
4,7,105,17,278,350,0,1,1,3,1,1
3,5,107,17,246,314,0,4,0,5,1,1
9,9,86,20,459,531,0,3,0,2,1,1
3,3,94,18,238,261,0,3,1,3,1,1
1,1,74,16,204,193,0,1,1,3,1,1
6,2,66,15,316,215,0,2,0,2,1,1
3,2,111,24,233,219,0,2,1,5,1,1
6,5,103,16,328,305,0,3,1,5,1,1
0,0,70,9,121,67,0,1,1,2,0,0
5,6,101,16,303,333,0,3,0,3,1,1
8,8,111,16,377,413,0,4,1,5,1,1
6,6,82,17,318,324,0,4,1,4,1,1
1,0,62,16,165,158,0,2,1,3,0,1
9,9,103,20,519,584,0,3,1,3,1,1
9,8,103,16,447,411,0,3,0,3,1,1
2,5,78,17,218,310,0,4,1,2,1,1
2,4,86,19,227,287,0,3,1,2,1,1
4,3,103,21,268,246,0,2,0,3,1,1
5,2,90,18,288,234,0,4,0,2,1,1
2,3,82,15,209,257,0,2,1,2,1,1
7,7,101,16,363,365,0,2,0,3,1,1
9,9,103,23,426,453,0,4,0,3,1,1
2,2,78,17,231,221,0,4,1,2,1,0
1,1,86,22,190,176,0,2,1,2,1,0
2,4,86,11,218,275,0,3,1,4,1,1
5,7,74,16,296,350,0,3,0,1,1,1
